0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,ITEM_ID
0.28420016,0.3078593,-0.047349196,-0.34331757,-0.09107418,-0.068438016,0.12371491,0.14487067,-0.4047072,-0.18039802,0.14171217,0.028371014,0.043670937,-0.1307916,0.06816153,-0.1969358,2746
0.4489082,0.34610987,-0.09517045,-0.24761978,0.028150216,0.30690166,0.26096323,0.6034167,-0.56128466,-0.44910836,0.11370194,-0.5486375,0.037748173,-0.42058116,-0.16963297,-0.50246197,2550
0.0104184,0.12251665,0.10768421,-0.40593433,0.044999488,-0.041275363,0.1937586,0.3592974,-0.32225853,-0.32038754,0.086694814,0.11932388,0.25929403,-0.124014616,-0.056453735,0.07120438,3092
0.049568526,0.13903823,-0.17993462,-0.3328011,0.046600826,-0.09728859,0.108996324,0.3780182,-0.034105673,-0.3391009,0.15092593,-0.22153215,0.24197187,-0.16451569,-0.12917063,-0.2006527,8403
-0.08222434,-0.18895406,0.37886468,-0.23035428,-0.18406703,-0.27038148,0.13125145,0.44826537,-0.18384446,-0.6711714,-0.025035886,0.1666739,0.49938887,-0.17932582,-0.25488785,-0.17224851,6077
0.09580003,-0.087491795,-0.064847685,-0.28442907,0.065136194,-0.0968443,-0.032936245,0.37981674,-0.15303722,-0.114545204,0.007952556,-0.114985675,0.38682497,-0.14124563,-0.18802443,0.09913428,2236
0.1260575,-0.61845237,-0.18433478,0.030504942,0.14045884,0.052595343,0.0035546385,0.85127765,-0.079207554,-0.4765306,0.10111699,-0.24864452,1.0365402,-0.30614197,0.076241165,0.32246223,2582
-0.34892952,0.21026686,0.015409204,-0.3301832,-0.2838229,0.2656684,0.57116085,0.5792359,-0.9190936,-0.08365725,0.17627318,0.37559244,0.3129594,-0.019035988,-0.33266157,-0.35209143,8384
-0.19344845,0.3036752,-0.031579904,-0.58946705,-0.071026176,0.17032453,0.415611,0.03135527,-0.585714,-0.0634515,-0.10677544,0.08183434,0.07214339,-0.12918508,-0.1918298,-0.2197131,6844
-0.039701816,-0.1688667,0.33131143,-0.32136774,-0.02700822,0.045426324,-0.049742457,0.6204463,-0.35729674,-0.44593257,0.097177744,0.019977078,0.66715324,-0.05498236,-0.08873257,0.3501132,8685
